title,jobId,currency,jobUploaded,companyName,tagsAndSkills,experience,salary,location,companyId,ReviewsCount,AggregateRating,jobDescription,minimumSalary,maximumSalary,minimumExperience,maximumExperience
Senior US Technical Recruiter,21025000187,INR,1 Day Ago,Stellar360 Staffing Services,"Contract Staffing,Technical Hiring,Screening,Communication Skills,IT Staffing,Client Coordination,IT Recruitment,Sales Account Management",4-6 Yrs,5-9 Lacs PA,Hybrid - Hyderabad,5736368,,,"Location: Local to Hyderabad only<br><br>Were looking for a highly driven and hands-on Client Facing Senior IT Recruiter who is not only great at sourcing top tech talent but also brings strong communication,stakeholder management,and sales acumen to the table<br><br>46 years of hands-on IT recruitment experience (preferably in a consulting or staffing setup)<br><br>Experience: 4 to 6 Years",500000.0,900000.0,4.0,6.0
Biomedical Engineer,210625016079,INR,3 Days Ago,KarePartners,"Breakdown Maintenance,Equipment Calibration,Equipment Maintenance,Preventive Maintenance,Biomedical,Vendor Coordination,Medical Devices,Medical Equipment",2-4 Yrs,3.75-4 Lacs PA,Chandigarh,989774,67.0,3.6,Looking for person with 5-7 years of experience in Hospital managing Bio Medical profile to handle our all 6 units.He / She will be based out of our head office in Chandigarh.Must be open for travelling,375000.0,400000.0,2.0,4.0
Fullstack Developer,300925009900,INR,3 Days Ago,Integrated Softtech,"Postgresql,Microservice Based Architecture,Saas Product Development,Fullstack Development,MySQL,Node.Js,Cms Development,Git Version Control",4-7 Yrs,9-12 Lacs PA,Hyderabad(Madhapur),125045263,,,"The ideal candidate will have strong hands-on experience with PostgreSQL (including roles-wise and user-wise policies),as well as MongoDB and MySQL<br><br>This role requires not just coding proficiency but also leadership skills to manage and mentor a small team of developers while ensuring smooth project deliveries. Key Responsibilities <br><br>Hands-on experience with MongoDB and MySQL",900000.0,1200000.0,4.0,7.0
Content moderation (Marathi/Punjabi/Tamil) - Only Freshers,250925034658,INR,8 Days Ago,Wipro,"Spoken English,Content Moderation,Marathi,Punjabi,Tamil,BPO,Communication Skills,Content Editing",0 Yrs,2.25-2.5 Lacs PA,Hyderabad,1384,59857.0,3.7,Shift: Rotational Shifts with Rotational Week offs<br><br>Work in rotational shifts and observe rotational Week offs as per business requirements<br><br>Willingness to work in rotational shifts and accept rotational Week offs<br><br> Job Title: Content Moderator (Fresher)<br><br>Experience: Fresher (Graduation pass out 2020 or later)<br><br>Only relevant candidates will be contacted),225000.0,250000.0,0.0,0.0
Asset & Wealth Management professionals,260925503562,INR,7 Days Ago,Goldman Sachs,"Business process,Automation,Wealth management,Fixed income,Workflow,HTML,Investment banking,Investment management",0-4 Yrs,Not disclosed,Bengaluru,1269608,1429.0,3.4,"Bachelors or Masters degree of Finance,Economics,Business or Commerce",0.0,0.0,0.0,4.0
Sr Engineer - DSP and Sensor Integration,31025912247,INR,Few Hours Ago,Qualcomm,"c++,embedded systems development,java,software engineering,development life cycle,dsp,python,project management",2-7 Yrs,Not disclosed,Hyderabad,93105,1094.0,3.7,"Good problem solving and analytical skills<br><br>Bachelors or Masters degree in Electronics and Communication Engineering or Computer Science Engineering<br><br>Bachelors degree in Engineering,Information Systems,Computer Science,or related field and 2+ years of Software Engineering or related work experience. OR <br><br>Experience with DSP and sensor integration is a plus",0.0,0.0,2.0,7.0
Customer Support Representative-International voice Salary 6 LPA,230925009220,INR,6 Days Ago,JobShop,"Inbound Customer Service,International Call Center,Inbound Voice Process,Us Voice Process,International Voice Process,Blended Process,Cca,Bpo Customer Service",0-5 Yrs,2.25-6 Lacs PA,Bengaluru,1479540,,,"Shift: Rotational Shifts . Salary Package . Freshers: 28,000 Take Home . <br><br>Excellent Communication Skills in English . Ready to Work in Rotational Shifts . <br><br> - Freshers can start their career here<br><br>Eligibility . Freshers & Experienced Candidates . <br><br> experienced candidates can advance theirs",225000.0,600000.0,0.0,5.0
Senior Admission Counselor,290925009709,INR,4 Days Ago,Futurense Technologies,"Edtech Sales,Student Counseling,Excellent Verbal And Written Communication Skills,Lead Generation,Career Counselling,Counselling,Verbal communication,Communication Skills Written",1-5 Yrs,5-6.5 Lacs PA,Bengaluru(HSR Layout),123523707,,,"<p><strong>  About Futurense:</strong></p><br /><p> At Futurense, Indias fastest-growing AI skilling company, we are dedicated to empowering professionals for the next generation of AI-driven careers. We operate across four strategic verticals: Futurense Uni, Futurense USP, Futurense EUP, and Futurense Campus. You will be closely working with Futurense Uni, where we have partnered with prestigious IITs to equip students and working professionals across India with practical, industry-focused skills. Our mission is to ensure that graduates and professionals are job-ready in AI from day one, effectively bridging the gap between academic knowledge and real-world application. </p><br /><p><strong>Role & responsibilities:</strong></p><br /><p>  Lead Management & Conversion: </p><ul><li> Manage and convert leads for our prestigious B.S/B.Sc. program in collaboration with IIT. </li></ul><p> Counselling: </p><ul><li> Provide detailed and insightful guidance to prospective learners via phone, email, chat, and social media. </li></ul><p> Sales Funnel Management: </p><ul><li> Oversee the entire sales funneltrack inquiries, resolve student queries, follow up diligently, and manage enrolments and registrations. </li></ul><p> High Conversion Rate: </p><ul><li> Achieve high conversion rates from all lead sources (telephonic, forwarded, and referrals) to meet performance targets. </li></ul><p> Event Coordination: </p><ul><li> Engage with potential clients by attending events, seminars, and organizing webinars and information sessions. </li></ul><p> Client Information: </p><ul><li> Gather and update accurate client information through calls and video sessions and ensure timely updates on the CRM portal. </li></ul><p> Operational Monitoring: </p><ul><li> Monitor and ensure the creation of schedules and other operational tasks as per the Turnaround Time (TAT). </li></ul><br /><br /><br /><p><strong>Preferred candidate profile</strong></p><br /><p>   Qualifications: </p><ul><li> Bachelors degree with 6 months to 2 years of relevant work experience. (K12 segment experience is a plus) </li></ul><p> Skills: </p><ul><li> Outstanding oral communication and interpersonal skills. </li><li> Excellent listening and comprehension abilities. </li></ul><p> Effective Communication: </p><ul><li> Ability to communicate effectively and concisely with prospective clients. </li></ul><p> Positive & Outgoing Personality: </p><ul><li> Energetic and positive individual with a strong passion to learn and grow. </li></ul><p> Team Skills: </p><ul><li> Strong relationship-building skills and an ability to work well within a team. </li></ul><br /><br /><br /><br />",500000.0,650000.0,1.0,5.0
Sales Officer Home Loan,31025915648,INR,Few Hours Ago,Brightfuture Consultant,"field sales,business loan,channel sales,mortgage sales,business development,sales,marketing,mortgage",1-5 Yrs,Not disclosed,Palanpur,124318142,,,"Responsible for meeting monthly sales targets. minimum1 years experience in sales job,freshers can also apply who want to start a career in Sales,50% Sales and 50% Office Job,Team handling. min 1 yr Direct selling,Insurance,Banking,Home Loan,Mortgage,Freshers also apply . Keywords",0.0,0.0,1.0,5.0
SAP Treasury (BD) Professional,250925932633,INR,8 Days Ago,Krazy Mantra HR Solutions Pvt. Ltd,"risk management,sap,cash management,treasury,sap trm,bd,macros,maintain documentation",10-15 Yrs,Not disclosed,"Chennai, Gurugram, Bengaluru",3464282,,,"We are looking for a skilled SAP Treasury (BD) professional with 10 to 15 years of experience<br><br>Experience working with SAP Treasury modules,including cash management and risk management",0.0,0.0,10.0,15.0
AI/ML Computational Science Assoc Dir,290925924828,INR,4 Days Ago,Accenture,"microsoft azure,software implementation,gcp,aws,switching,kubernetes,python,service operations",18-28 Yrs,Not disclosed,Bengaluru,27117,66726.0,3.7,Qualifications: Any Graduation <br><br>Skill required: Tech for Operations - Product Development Management,0.0,0.0,18.0,28.0
Product Sales Manager-CMS-BRANCH BANKING-CMS,260925500648,INR,7 Days Ago,Kotak Mahindra Bank,"Administration,Penetration,Networking,Branch banking,Trade finance,Wholesale banking,Analytical,System integration",2-4 Yrs,Not disclosed,Jaipur,3389506,20306.0,3.7,"<p> <strong> <u>PSM - CMS</u> </strong> </p>
<p> </p>
   
    Transaction Banking  Group 
    Product Sales Manager   Cash Management Services 
   
    Location 
    Jaipur
   
    Number of Positions 
    01
   
    Reporting Relationships 
    Area Manager
   
    Position Grade 
    M2-M3
 
<p> </p>
<p> </p>
<p>Transaction Banking Group is the Product & Sales Support function that provides product expertise to the various segments of Kotak Bank, spanning Consumer Bank, Commercial Bank and Wholesale Banking divisions. Products range from to cash management (payment & collections solutions, escrow services & dividend business to trade finance (import services, export services, funded & non-funded products and remittances), Payment Gateway.</p>
<p> </p>
<p>We are currently looking for Product Sales Managers who can sell & support Corporate/CA customers dealing with Consumer & Commercial Bank. </p>
<p> </p>
        
        <div>
         <p> <strong>Job Profile</strong> </p>
        </div>
 
<p> </p>
<p>Product Sales Manager is expected to drive the sales of following Cash Management products from all the verticals under Consumer & Commercial Bank which includes Branch Banking, Privy, Wealth, TASC, Agri, WCG, ECG. </p>
<p> </p>
<ul>
 <li>Collections Solutions viz. Physical Collections, Electronic Collections, Payment Gateway, NACH</li>
 <li>Payment Solution viz. Physical Payments, Electronic Payments, Dividend Mandates, IMPS etc.</li>
 <li>Escrow Business</li>
</ul>
<p> </p>
<ul>
 <li>Spot opportunities in the market, along with the relationship team, to target companies, industries and sectors and sell  suitable product offering for them</li>
 <li>Interaction with potential customers to understand the technical requirement for system integration for TBG products / services i.e. CMS with focus on Commercial Bank clients.</li>
 <li>Structuring the  transaction, won the mandate and assist the team in formulating transaction pricing to ensure revenue commensurate with risks and administrative efforts</li>
 <li>Train & enable Branch Banking Teams to sell the Cash Management Products</li>
 <li>Give demonstration of our system to branches & prospective clients.</li>
 <li>Assist the Relationship manager/Branches to close a deals</li>
 <li>Ensure desired penetration of the product in the market by the relationship team by providing marketing support, visibility campaigns and brand presence</li>
 <li>Liaise with operations team to ensure seamless deal execution and ongoing administration</li>
</ul>
<p> <i> <strong>Personal</strong> </i> </p>
<ul>
 <li>Must be a self-starter</li>
 <li>Must be sales oriented</li>
 <li>Must be market savvy, with good networking skills</li>
 <li>Must be proactive and with high energy levels</li>
 <li>Must be analytical, practical and have aptitude for trouble-shooting. </li>
 <li>Must have excellent interpersonal skills, be tenacious, detail-oriented, tough minded when needed, but diplomatic.</li>
 <li>With Banking / Finance industry </li>
 <li>Preferably an Engineer with a MBA.</li>
 <li>2-4 years of post MBA experience in selling Cash Management products </li>
</ul>
<p> <i> <strong>Professional</strong> </i> </p>
<p> </p>
<ul>
 <li>Must have able to settle in an environment requiring entrepreneurial/ building skills</li>
 <li>Keen interest to sales, structuring and implement deals </li>
 <li>Must be capable of working with a team</li>
 <li>High attention to detail and accuracy with the ability to work under pressure to meet tight deadlines</li>
 <li>Excellent communication, negotiation, and planning skills</li>
</ul>",0.0,0.0,2.0,4.0
Staff Engineer-Electrical Offshore,250925500997,INR,8 Days Ago,Black & Veatch,"Administration,Change management,Performance management,Finance,Corporate,Management,Resource management,Continuous improvement",5-10 Yrs,Not disclosed,Mumbai,1673958,186.0,4.1,"<p>We believe real value is powered by the unique skills and experiences of our professionals. The interchange of ideas from a diverse group of people gives our teams an expanded perspective and the ability to find better solutions for our clients. </p>
<p> </p>
<p> <strong>Req Id : </strong>111268 </p>
<p> <strong>Job Title :</strong> Staff Engineer-Electrical Offshore </p>
<p> <strong>Business Unit sector : </strong>CPL-BVOPS-ENGR & DEV SVCS </p>
<p> <strong>Department:</strong> BVCPL BV OPS EDS ELECTRICAL </p>
<p> <strong>Work Location : </strong>INMUMBAI2 </p>
<p> <strong>Opportunity Type</strong> <strong> :</strong> Staff </p>
<p> <strong>Relocation eligible :</strong> Yes </p>
<p> <strong>Full time/Part time :</strong> Full-Time </p>
<p> <strong>Contract Hire Only for this Project</strong> <strong>: </strong>No </p>
<p> <strong>Visa Sponsorship Available: </strong>No</p>
<p> <strong>Recruiter : </strong>Ashwini Dnyanoba Patil </p> <div> <div> <div> <b>Job Summary</b> </div> <div>Functions as a technical specialist or in a lead role. With minimal supervision, applies advanced engineering techniques and analyses. Continues building on knowledge to develop concepts and approach more complex engineering problems. May provide technical guidance over a group or supervise engineering staff on projects of low to medium complexity. May be responsible for developing, validating, and presenting specialist/technical output.</div> </div> <div> <div> <b>Key Responsibilities</b> </div> <div> <ul>
	<li>Continues developing knowledge and may provide guidance and direction on design guides, standards, systems, applicable engineering codes and B&V policies. Provides technical guidance to others regarding projects and disciplines.</li>
	<li>Independently applies knowledge and complies with B&V quality program relative to assigned tasks.  May be responsible for ensuring compliance with B&V quality program.  Provides related guidance and direction to others. Supports continuous improvement and change management efforts.</li>
	<li>Prepares a variety of complex engineering deliverables for larger or multiple projects.  Performs complex research and develops recommendations for equipment and/or materials selection. May oversee collection, assimilation, and management of data for engineering work.  Prepares complex engineering calculations following standard methods and principles.  Manages assigned budget, schedule, and quality requirements. Independently applies advanced engineering techniques and analysis problems and methods. Actively delegates appropriate tasks to lower level team members to develop depth of project execution staff. Reviews lower level engineering work or assignments. Is responsible for one or more of the following:  leading production teams; coordinating multiple discipline activity; and serving as the responsible charge for a project.</li>
	<li>Actively coordinates with all other internal/external team members on moderately complex projects.</li>
	<li>Responsible for assisting with identification of key client interests and drivers on low to moderately complex projects. Communicates client interests and drivers to project team members and develops approaches to accommodate these concerns in the performance of the work on low to moderately complex projects. Provides support to business development or pursuit activities and may offer other services to clients.</li>
	<li>Recognized as a technical specialist and has knowledge and skill set to provide consultation and guidance to project teams in a particular practice area. May design a complete project of moderately complex scope or support multiple projects on the complex technical challenges. Actively fosters knowledge management and provides mentoring. May develop and apply advanced engineering concepts and approaches to unique engineering problems</li>
	<li>Typically assists with performance management process, mentoring, recognition, and any corrective actions required. May participate in career planning, and learning and development.  Actively mentors lower level professionals and identifies successors to train in the specifics of their role.</li>
	<li>May assist with resource management strategy. May have responsibility of engineering resources for small groups of a single discipline. </li>
</ul>

<p> </p>

<p>May be accountable for some administrative responsibilities that include but arent limited to:</p>

<ul>
	<li>Ensuring policies, procedures and processes are effectively implemented and communicated for work group.</li>
	<li>Ensuring adherence to corporate and division programs.</li>
	<li>Approving timesheets and expense reports.</li>
</ul> </div> </div> <div> <div> <b>Management Responsibilities</b> </div> <div> </div> </div> <div> <div> <b>Preferred Qualifications</b> </div> <div> </div> </div> <div> <div> <b>Minimum Qualifications</b> </div> <div>Requires a bachelors degree in engineering from either a recognized accredited program in their home country or the country in which the professional is practicing.
Minimum of 5 years related work experience.</div> </div> <div> <div> <b>Certifications</b> </div> <div> </div> </div> <div> <div> <b>Work Environment/Physical Demands</b> </div> <div> </div> </div> <div> <div> <b>Competencies</b> </div> <div> </div> </div> <div> <div> <b>Salary Plan</b> </div> <div> <div>ENG: Engineering</div> </div> </div> <div> <div> <b>Job Grade</b> </div> <div> <div>016</div> </div> </div> </div> <p> </p>
<p>BVH, Inc., its subsidiaries and its affiliated companies, complies with all Equal Employment Opportunity (EEO) affirmative action laws and regulations. Black & Veatch does not discriminate on the basis of age, race, religion, color, sex, national origin, marital status, genetic information, sexual orientation, gender Identity and expression, disability, veteran status, pregnancy status or other status protected by law.</p>
<p> </p>
<p>Black & Veatch is committed to being an employer of choice by creating a valuable work experience that keeps our people engaged, productive, safe and healthy. We offer professionals an array of health and welfare benefits that vary based on their geographic region and employment status. This may include health, life accident and disability insurances, paid time off, financial programs and more. Professionals may also be eligible for a performance-based bonus program.</p>
<p> </p>
<p>By valuing diverse voices and perspectives, we cultivate an authentically inclusive environment for professionals and are able to provide innovative and effective solutions for clients.</p>",0.0,0.0,5.0,10.0
Urgent Opening - Sales Manager - HL & Lap - Jaipur,250925029414,INR,8 Days Ago,Voice HR,"Home Loans,Housing Finance,Loan Against Property,Housing Loan,HL,Secured Loan,Lap Loans,Mortgage Loans",1-6 Yrs,2-4 Lacs PA,Jaipur,748863,,,"Hii

We are hiring for Sales Manager - HL & LAP  with leading NBFCs

Product : HL & Lap (Affordable)
Location: Jaipur
CTC: Can be discuss
Exp  must HL & LAP


Email : neha.prasad@voicehr.in
Call : 8448774133",200000.0,400000.0,1.0,6.0
.NET Software Developer @ Infosys-Pan India(N),110625024620,INR,Just Now,Infosys,".Net,C#,Dotnet Development,.Net Core,ASP.Net,Asp.Net Core,Core,Software",3-8 Yrs,Not disclosed,"Hybrid - Bengaluru, Delhi / NCR, Mumbai (All Areas)",410527,44792.0,3.5," Educational Requirements Master Of Engineering,MCA,MSc,MTech,Bachelor of Engineering,Bachelor Of Technology,BCA,BSc <br><br>Preferred Skills: Technology->Microsoft Technologies->.NET Frameworks",0.0,0.0,3.0,8.0
Systems Engineer Global IT Operations Center,250925507265,INR,8 Days Ago,Lixil Asia,"chinese,spanish,german,japanese,operations,networking,jira,system engineering",1-4 Yrs,Not disclosed,Gurugram,124869569,233.0,3.9,"<br /> Systems Engineer<br /> Responsibilities<br /> Continuously monitor system alarms from all kinds of IT Services such as Network, Server, Cloud etc in LIXIL<br /> Respond to critical and major system alarms on a 24x7 basis<br /> Follow documented processes and procedures to resolve common issues related to software, hardware, and networks<br /> Escalate complex or unresolved issues to Tier 2 or Tier 3 support as needed<br /> Maintain accurate and detailed records of user interactions and troubleshooting steps in the ticketing system<br /> Provide monitoring and KPI reports regularly and upon request<br /> Ensure adherence to SLAs (Service Level Agreements) and other performance metrics<br /> Participate in training and development to stay updated on new technologies and procedures<br /> Collaborate with other Digital team members to ensure seamless support operations<br /> Set up and maintain alarm monitoring tools and KPI dashboard under the supervision of senior engineers<br /> Handle and solve IT incidents related to IT Services such as Network, Server, Cloud etc by referring SOPs or KEDB (Know Error Database)<br /> Handle and solve IT tasks related to IT Services such as Network, Server, Cloud etc by referring SOPs or KEDB (Know Error Database)<br /> Graduation or equivalent; a degree in Information Technology or a related field is a plus<br /> Requirements<br /> Graduation or equivalent; a degree in Information Technology or a related field is a plus<br /> Shift working required and mandatory; 6 days a week on a rotational basis<br /> Role may require flexibility, including working different hours, weekends, or holidays, to provide global support coverage<br /> Experience in customer service or technical support role<br /> Excellent communication skills, ability to explain technical concepts to non-technical users<br /> Strong problem-solving skills and the ability to follow documented procedures<br /> Basic understanding of computer systems, networks, and software applications<br /> Ability to manage multiple tasks simultaneously<br /> Familiarity with ticketing systems, preferably Jira, is an advantage<br /> Willingness to work some shifts and weekends if necessary<br /> Nice to have specialty is any of the languages (Japanese, German, Spanish and Chinese)<br /> Qualifications<br /> Experience in a multi-tiered support environment<br /> IT certifications (e-g<br /> CompTIA A+, ITIL Foundation) are a plus<br /> Minimum 13 years of Working experience / Freshers also<br />",0.0,0.0,1.0,4.0
Public Relation Specialist || Financial Sector,230925027232,INR,10 Days Ago,Profex Tech,"Crisis Communications,Public Relations,Event Coordination,Pr Strategy,Corporate Communication,Press Releases & Media Pitches,PR,Media Relations",2-6 Yrs,8-13 Lacs PA,"Pune, Bengaluru, Mumbai (All Areas)",124498676,4.0,3.6,"Bachelors or Masters degree in Mass Communication,Public Relations,Marketing,Journalism,or related field<br><br>Experience in crisis communication,reputation management,and messaging alignment<br><br>Preferred candidate profile <br><br>Demonstrated experience in planning and executing strategic PR campaigns",800000.0,1300000.0,2.0,6.0
Internship | Document Verification | Gurugram,11025012699,INR,2 Days Ago,Deloitte Consulting,"Background Verification,Backend Process,Document Verification,Backend Operations,Non Voice,Document Checking,Documents,Checking",0 Yrs,Not disclosed,"New Delhi, Gurugram, Delhi / NCR",68849,20917.0,3.7,nternship Hiring for Fresher 6 Months of Contract: . 5 Days working from office General Shift <br><br>Candidate should possess a Graduate degree <br><br>Candidate should be able to meet deadlines and handle volumes of work <br><br>Willingness to take ownership of work,0.0,0.0,0.0,0.0
Data Science Analyst,290925502958,INR,4 Days Ago,Avivys Consulting Services,"Data Science Analyst,Science,Data,Data analysis,Data Science",5-10 Yrs,Not disclosed,Pune,123577265,,,Bachelor <br><br> . Must <br><br> is . required<br><br> degree . required<br><br> experience <br><br> management . experience,0.0,0.0,5.0,10.0
Freshers - Associate - Insurance Operations,260925010201,INR,7 Days Ago,ALLIANZ SERVICES PRIVATE LIMITED,"good communication,freshers,Insurance,Insurance operations,Insurance Operation,Operations,Communication skills",0-1 Yrs,Not disclosed,Thiruvananthapuram,4781408,506.0,4.2,"Preferably any graduation<br><br>Skill Required: Neutral accent and good communication skill,Word,Excel and Outlook,Insurance Knowledge<br><br>Experience: 0 - 1 years.",0.0,0.0,0.0,1.0
Lead Business Execution Consultant - COO Functions Delivery,170925928547,INR,8 Days Ago,Wells Fargo,"Business Execution,Operational Management,Relationship Management,business operations,Strategic Planning,Consulting,Relationship,Management",5-10 Yrs,Not disclosed,Bengaluru,135571,7668.0,3.7,"Required Qualifications:  . 5+ years of Business Execution,Implementation,or Strategic Planning experience,or equivalent demonstrated through one or a combination of the following: work experience,training,military experience,education <br><br>Required to have 5+ years experience in strategy,planning or business operations,with last 2-3 years in roles with executive interaction",0.0,0.0,5.0,10.0
Sales Coordinator - Valasavakkam - Servo Stabilizer Manufacturer,290925001235,INR,4 Days Ago,Sanvi Business Solutions,"Sales,Coordination,Sales Coordination,Client Handling,Quotation,Follow Ups,UPS,Client",3-5 Yrs,2.5-3 Lacs PA,Chennai(Valasaravakkam),2098578,,,"Should act as a vital administrative and communication link, supporting the sales team by managing orders, processing documentation, maintaining customer databases, and coordinating schedules.Immediate joiners preferred.
Female Candidates preferred.
For more details reach us at 9176033506 / 9791033506",250000.0,300000.0,3.0,5.0
Senior Manager - Airline Cargo Operations,240925920114,INR,9 Days Ago,Gratitude India Manpower Consultants Pvt. Ltd.,"it services,freight forwarding,logistics,sales,cargo operations,logistics management,warehouse operations,warehouse management",12-20 Yrs,Not disclosed,Mumbai Suburban,4229094,,,Educational qualifications: Any Graduate or Postgraduate degree. <br><br>Minimum 12 years of experience in airline cargo operations or a related field<br><br>Experience in managing teams and supervising staff,0.0,0.0,12.0,20.0
Functional Consultant - L2,240925932180,INR,9 Days Ago,Wipro,"sap,business analysis,functional consultancy,material management,sap mm,project management,erp,gap analysis",8-10 Yrs,Not disclosed,Pune,1384,59857.0,3.7,Experience working with clients to understand their business requirements and developing solutions,0.0,0.0,8.0,10.0
Senior Data Engineer,230925929911,INR,10 Days Ago,Purview India Consulting And Services,"Airflow,SQL,Unix Linux,SCALA,Python,Pyspark,Java,Github",7-10 Yrs,Not disclosed,Hybrid - Pune,2941692,,,"As a key member of the technical team alongside Engineers,Data Analysts and Business analysts,you will be expected to define and contribute at a high-level to many aspects of our collaborative Agile development process: . Software design,Scala and Python - Spark development experience,automated testing of new and existing components in an Agile,DevOps and dynamic environment",0.0,0.0,7.0,10.0
AS400 Developer,290925903016,INR,4 Days Ago,IDESLABS PRIVATE LIMITED,"as400,clle,rpgle,rpg,presto,hive,c++,unit testing",4-9 Yrs,Not disclosed,Bengaluru,5003360,,,"Perform end-to-end unit testing,debug interactive and batch jobs,and ensure seamless functionality of applications<br><br> . Work with one or more change management tools such as Aldon,Turnover,or Thenon (preferred)",0.0,0.0,4.0,9.0
Hiring For international Voice Process || Customer Service,31025016473,INR,Few Hours Ago,Smart Vision Consultancy Services,"Inbound Customer Service,International Call Center,Voice Support,Inbound Voice Process,Customer Support,Fluent English,Inbound Calls,US Process",0-2 Yrs,2.5-4.5 Lacs PA,"Noida, Gurugram",6972399,,,"International Customer Service Voice Process
location: Gurgaon || Noida
Graduate fresher of exp both can apply
Salary 23k to 35k ctc
Should have fluent comm skills
immediate joiner
24/7 Shift
working days: 5

Call/WhatsApp us @ 9643085825 (HR Rohit)both side cab",250000.0,450000.0,0.0,2.0
SAP Yard logistics Professional,230925928879,INR,10 Days Ago,IDESLABS PRIVATE LIMITED,"SAP Yard logistics,Business Object Processing Framework,FSD Preparation,OData Services,Unit testing,BOPF,POWL Queries,ABAP",6-10 Yrs,Not disclosed,Mumbai,5003360,,,"Excellent Client Handling capability,good written / verbal communication Technologies: SAP YL<br><br>Good To have:  .",0.0,0.0,6.0,10.0
Chat Process / Email Process / Non voice / Freshers / BPO / Semi voice,200925007468,INR,Today,Obtenir Solutions,"bpo,freshers,graduates,non voice,International BPO,MNC,International Call Center,inbound",0-3 Yrs,3.5-5 Lacs PA,Bengaluru,3624352,,,"Client: MNC
Process: International Non-Voice Process
Exp: 0 to 2 Years

Role: Answer incoming calls and respond to customer emails/chats
Resolve customer issues efficiently and professionally


Interview: HR and Ops
Skills: good Comms


Thanks 
HRCab & Medical",350000.0,500000.0,0.0,3.0
"Data Architect - Manager , Senior manager",260925501438,INR,7 Days Ago,Vision Beyond Resources India Private Limited,"Pilot,Data analysis,Data modeling,Manager Technology,data governance,Data quality,Subject matter expertise,big data",21-25 Yrs,Not disclosed,Bengaluru,125122003,,,Assisting our clients to build the required capabilities for growth and innovation to sustain high performance,0.0,0.0,21.0,25.0
Opening For E commerce Process / international bpo Voice !!,300925025504,INR,3 Days Ago,The Job Factory,"Inbound Voice Process,Bpo Voice,International Voice,International Customer Service,International Call Center,customer service,customer care,Voice Process",0-5 Yrs,2.5-4.5 Lacs PA,Chennai(Kovilambakkam),1957300,,,We are seeking highly motivated and enthusiastic undergraduate or graduate freshers/ experience to join our team as International Process Associates<br><br>Undergraduate or graduate degree in any discipline. <br><br>Willingness to learn and adapt to new processes and technologies<br><br>Good communication skills (written and verbal).,250000.0,450000.0,0.0,5.0
Hil Test Engineer,250925909980,INR,8 Days Ago,IDESLABS PRIVATE LIMITED,"hil,ecu,can bus,python,autosar,simulink,c++,aspice",3-8 Yrs,Not disclosed,Bengaluru,5003360,,,"- Graduate / Post Graduate in Electronics / Electrical/Mechatronics / Instrumentation engineering<br><br> - should be able to imagine different testing scenarios and write test cases after understanding the system requirements<br><br> . - Should have worked on dSPACE SCALAXIO Simulators<br><br> - Good understanding of ECU communication protocols like CAN,FR and Ethernet",0.0,0.0,3.0,8.0
Camunda Developer,230925020577,INR,10 Days Ago,Valuelabs,"java,Camunda,Camunda Bpm,Business process management,Development",3-6 Yrs,25-30 Lacs PA,Remote,9335,2008.0,3.5,"# Preferred Qualifications - Camunda certification<br><br> Bachelors degree in Computer Science,Information Systems,or a related field. <br><br> Proficient understanding of code versioning tools,such as Git<br><br>Preferred candidate profile <br><br> 3+ years of experience in software development,with a focus on process automation",2500000.0,3000000.0,3.0,6.0
